epoch,train_loss,val_loss,train_objective,val_objective,train_consistency,val_consistency,train_eq_violation,val_eq_violation,train_ineq_violation,val_ineq_violation,train_mse_y,val_mse_y,train_mse_lam,val_mse_lam,train_mse_mu,val_mse_mu
28.0,-0.23982353568443573,-0.22241828757962098,-0.5991612328850346,-0.5991679786120647,0.0359337697200599,0.03767496910324437,1.4602546219086302e-10,1.1447657665558664e-10,0.0,0.0,0.00781655655255503,0.006706850419147679,0.0235932654182462,0.026814078115158936,0.0045239477492586624,0.004154040568937755
29.0,-0.2532549383301572,-0.23160688948577351,-0.5991625596104438,-0.5991684202028115,0.03459076212802866,0.036756153071703795,1.6110441017694323e-10,1.1342546650180974e-10,0.0,0.0,0.007550556596340106,0.006570544148776495,0.02270630348344777,0.026139356083111354,0.004333902048240786,0.004046252839815945
30.0,-0.2660452996759339,-0.24053835712789667,-0.5991638395745723,-0.599169024213106,0.03331185398986385,0.035863066708520935,1.585013078599096e-10,1.1247238531145176e-10,0.0,0.0,0.007301786325162324,0.006425650663628019,0.0218548099016331,0.025499188149454684,0.0041552577630684226,0.003938227895438236
31.0,-0.27805071890987687,-0.24886358327947317,-0.5991650138974514,-0.5991697189473892,0.03211142949875745,0.03503061356679161,1.5610201740609567e-10,1.113934392643623e-10,0.0,0.0,0.007071237569842285,0.006275464200291562,0.021053596801383814,0.02492573174613355,0.003986595127531352,0.0038294176203664946
32.0,-0.2892697507808045,-0.256542273817664,-0.5991660911698847,-0.5991704661014221,0.030989634038908028,0.03426281922837581,1.5374849357194244e-10,1.101935261788034e-10,0.0,0.0,0.00685576003171505,0.006122295865588014,0.0203069446144258,0.024419448430789692,0.003826929392767179,0.003721074931998105
33.0,-0.2997952641149022,-0.26366129441948905,-0.5991671006124483,-0.5991712302351606,0.029937183649754597,0.03355099358156716,1.5137247724381078e-10,1.0892438123341619e-10,0.0,0.0,0.00665155397697044,0.005969534797092132,0.01960998281086316,0.023966092288632817,0.0036756468619210006,0.0036153664958422068
34.0,-0.30972350443934754,-0.27030904469140205,-0.599168059959766,-0.5991719712986022,0.028944455552041833,0.03288629266072002,1.489739676410751e-10,1.0764780022237687e-10,0.0,0.0,0.006456371146960613,0.005821524610446062,0.0189557235491522,0.023550340114601564,0.0035323608559290178,0.0035144279356723873
35.0,-0.319114921852605,-0.2765475106440106,-0.5991689730197819,-0.5991726552120226,0.0280054051167177,0.03226251445680119,1.5392732310992588e-10,1.0642539714084132e-10,0.0,0.0,0.006269417220834479,0.005682073033523198,0.018339217156670928,0.023160678622714214,0.0033967707392122876,0.0034197628005637826
36.0,-0.32800480168321455,-0.2824333066237243,-0.5991698399771104,-0.599173263713716,0.027116503829389578,0.031673995708999175,1.515025451100105e-10,1.0535981991369182e-10,0.0,0.0,0.006090354206923807,0.0055532099996411805,0.01775757425768671,0.022788732295412478,0.0032685753647790604,0.0033320534139455165
37.0,-0.336425409998935,-0.28802891577381085,-0.5991706639559817,-0.5991737955321388,0.026274525395704674,0.031114487975832793,1.4915712956420358e-10,1.0436265714466875e-10,0.0,0.0,0.005918715563172273,0.0054349954506741445,0.017208372053507077,0.02242830211739488,0.0031474377790253224,0.003251190407763769
38.0,-0.3444141338699608,-0.29339061180565307,-0.5991714502723816,-0.5991742614186157,0.025475731640242097,0.03057836496129627,1.4686481532646957e-10,1.0340971421177182e-10,0.0,0.0,0.005753940284822845,0.005326148772249454,0.016688819793816485,0.022075803274495372,0.003032971561602761,0.00317641291455144
39.0,-0.35200808374512144,-0.29855399596035437,-0.599172203547645,-0.5991746776160206,0.024716411980252352,0.030062068165566627,1.446386916834075e-10,1.024870324890792e-10,0.0,0.0,0.005595575488877961,0.005224825330505466,0.016196090767259197,0.02173063109491248,0.002924745724115197,0.0031066117401486806
40.0,-0.359237770468355,-0.3035343667848285,-0.5991729265366569,-0.5991750607209059,0.02399351560683019,0.029564069393607735,1.4866265730592578e-10,1.0158124428422122e-10,0.0,0.0,0.005443319789013493,0.005129129875768959,0.01572788503506903,0.021394227928506974,0.0028223107827476676,0.0030407115893318036
41.0,-0.3661271597253819,-0.30833688853801383,-0.5991736207750694,-0.5991754246764752,0.023304646104968758,0.029083853613846137,1.4647458282737723e-10,1.0068383427333516e-10,0.0,0.0,0.005296932594551127,0.005037412145621443,0.015282485764285007,0.021068513163722033,0.002725227746132623,0.002977928304502661
42.0,-0.372696996808896,-0.3129662118991569,-0.599174287598206,-0.5991757794065597,0.022647729078931002,0.028620956750740285,1.5071090929061338e-10,9.981956988411312e-11,0.0,0.0,0.0051561523231060365,0.00494845945523311,0.014858486976446547,0.020754724220684154,0.0026330897793784176,0.0029177730748230195
43.0,-0.3789668955400036,-0.31742985365493803,-0.5991749285245508,-0.5991761303443474,0.022020803298454714,0.028174627668940928,1.4863181907465163e-10,9.89719040229986e-11,0.0,0.0,0.005020683791471029,0.004861596756770248,0.01445458366933492,0.02045307743575878,0.0025455358376487666,0.0028599534764119023
44.0,-0.38495524512313306,-0.3217371222934398,-0.5991755451329652,-0.5991764789070345,0.021422030000983222,0.027743935661359468,1.527947611663916e-10,9.812980098639069e-11,0.0,0.0,0.004890231156389479,0.00477664029446979,0.014069543570192225,0.020163008991204406,0.002462255274401517,0.0028042863756852694
45.0,-0.3906793018311884,-0.3258964607918249,-0.5991761388553555,-0.5991768238092816,0.020849683702416712,0.02732803630174567,1.5071938157598666e-10,9.732402314610589e-11,0.0,0.0,0.004764528992012166,0.004693733610615575,0.013702171711845734,0.019883634827567,0.002382982998558808,0.0027506678635630987
46.0,-0.39615535446934563,-0.3299151356589153,-0.5991767109517623,-0.5991771626673349,0.020302135648241675,0.026926202700841964,1.4867622188941e-10,9.654831057900881e-11,0.0,0.0,0.004643346494994901,0.00461314153618284,0.013351303968652452,0.01961401215485801,0.002307485184594319,0.0026990490098011168
47.0,-0.40139856850063654,-0.33380046723814816,-0.5991772625423153,-0.5991774931799478,0.019777869404167883,0.02653770259417997,1.466643048675387e-10,9.580247688906197e-11,0.0,0.0,0.004526481237595467,0.004535096540566943,0.013015839739431845,0.01935320978290621,0.002235548427140572,0.0026493962707068164
48.0,-0.4064229945465968,-0.3375601976724564,-0.5991777946644017,-0.5991778138011781,0.019275480011780484,0.02616176161287217,1.4942685961846782e-10,9.507647499157335e-11,0.0,0.0,0.004413748229521965,0.004459713290482006,0.012694760586483504,0.0191003891535705,0.0021669711957750144,0.002601659168819661
49.0,-0.41124163075168296,-0.3412019745440028,-0.5991783082237297,-0.5991781240027,0.018793667747204673,0.025797614945869716,1.4744376436795494e-10,9.436761051404008e-11,0.0,0.0,0.004304975197750165,0.004386969091678779,0.012387131075706834,0.018854884768497292,0.0021015614737476722,0.0025557610856936424
50.0,-0.4158666646446239,-0.34473246786678874,-0.5991788041245627,-0.5991784240816519,0.01833121394799389,0.025444595621486314,1.5256065272195587e-10,9.368855110117314e-11,0.0,0.0,0.004199993752827476,0.0043167353250485214,0.012092083797642192,0.018616254012119218,0.00203913639752422,0.0025116062843185765
51.0,-0.42030943058701686,-0.3481577371060641,-0.5991792831980213,-0.5991787148160007,0.017886985261100437,0.025102097770993658,1.505782880502349e-10,9.303920819533907e-11,0.0,0.0,0.0040986388607522515,0.004248824970344019,0.011808822632976348,0.018384183970985533,0.001979523767371833,0.002469088829664106
52.0,-0.42458036981802477,-0.3514833202628577,-0.5991797462596169,-0.5991789971128547,0.017459937644159214,0.0247695676849997,1.4864572900688543e-10,9.242717459445604e-11,0.0,0.0,0.004000748954044504,0.0041830435949831565,0.011536626392790073,0.018158423607918105,0.001922562297324638,0.002428100482098436
53.0,-0.4286891012188081,-0.3547145026918896,-0.5991801940694433,-0.599179271819418,0.01704910928506353,0.02444647691275284,1.5253268282125477e-10,9.183014583122318e-11,0.0,0.0,0.0039061694545206764,0.004119220776160459,0.01127483795908927,0.017938717921442752,0.001868101871453585,0.002388538215149629
54.0,-0.43264455550890757,-0.3578562798377649,-0.5991806273725001,-0.5991795395921461,0.01665360718635925,0.02413232597543812,1.5067753947328736e-10,9.123886091089163e-11,0.0,0.0,0.003814752807408084,0.004057226257458551,0.011022851636152348,0.01772479080646782,0.001816002742798819,0.0023503089115117486
55.0,-0.436455028958237,-0.3609134091464027,-0.5991810468618592,-0.5991798008916762,0.016272601790362225,0.02382663917452735,1.488614898362273e-10,9.065114362286076e-11,0.0,0.0,0.0037263599029050466,0.0039969651267538564,0.010780107598525194,0.017516342626549372,0.0017661342889319833,0.0023133314212241234
56.0,-0.44012832429304266,-0.3638900976489922,-0.5991814531941666,-0.5991800560311411,0.015905312890112405,0.02352899583821489,1.471097966533608e-10,9.006716561801854e-11,0.0,0.0,0.003640860319035799,0.00393836773713201,0.01054607792994287,0.017313093274456157,0.001718374641133736,0.0022775348266267244
57.0,-0.44367168379709443,-0.366790193097387,-0.5991818469837259,-0.5991803052294888,0.01555101631866316,0.023239011213210186,1.499720989756037e-10,8.94906039029808e-11,0.0,0.0,0.003558131917827419,0.00388137686769661,0.010320274874385263,0.017114778721957942,0.001672609526450477,0.0022428556235556322
58.0,-0.4470918403486399,-0.36961737744092305,-0.5991822288149636,-0.5991805486922315,0.015209038846632383,0.022956317125130844,1.5384734923518108e-10,8.89400711065469e-11,0.0,0.0,0.003478059312183134,0.0038259367903077006,0.010102248125423922,0.016921146063102434,0.0016287314090253316,0.00220923427172071
59.0,-0.4503950716971318,-0.3723751669051658,-0.5991825992048295,-0.5991807866425729,0.01487875275076977,0.022680561973740708,1.5690114414310122e-10,8.840035014764936e-11,0.0,0.0,0.003400533342525557,0.003771986631479909,0.009891579236949732,0.016731960435769223,0.0015866401712944839,0.002176614906491575
60.0,-0.45358725426577706,-0.3750667833924567,-0.5991829586765145,-0.5991810193030515,0.01455957044107374,0.022411423591059472,1.6153478346603303e-10,8.788321684966017e-11,0.0,0.0,0.0033254494822729124,0.0037194655131392324,0.009687879842423835,0.016547014885800026,0.0015462411163769925,0.002144943192120215
61.0,-0.4566738767648397,-0.3776953810896388,-0.5991833076753792,-0.5991812469178615,0.014250943091053948,0.022148586582822264,1.5985265061288504e-10,8.736800753347818e-11,0.0,0.0,0.003252708312894092,0.0036683074663368606,0.009490789002256507,0.016366109739558758,0.0015074457759033475,0.0021141693769266435
62.0,-0.4596600566184056,-0.38026379169089203,-0.5991836466548094,-0.5991814697094067,0.01395235900364038,0.021891767801851463,1.5821396324999793e-10,1.5202252347593093e-10,0.0,0.0,0.003182214593793254,0.003618449518229195,0.009299973078996838,0.01618907091424648,0.0014701713308502872,0.0020842473693757886
63.0,-0.46255061488577154,-0.3827747227639428,-0.5991839760476098,-0.5991816879216474,0.013663336116183823,0.02164069651577046,1.628752237942122e-10,1.5112384876489473e-10,0.0,0.0,0.0031138775352420878,0.0035698348280257114,0.009115118745907395,0.0160157266380707,0.0014343398350343422,0.0020551350496740457
64.0,-0.4653500228586165,-0.38523071514805446,-0.5991842962098962,-0.5991819017413134,0.013383427335127988,0.02139511865932589,1.612478229932879e-10,1.5023085180379538e-10,0.0,0.0,0.003047611328751189,0.003522409286531858,0.008935937712661803,0.015845917912609992,0.0013998782937149944,0.0020267914601840415
65.0,-0.4680624924805146,-0.3876340305701779,-0.5991846075292928,-0.599182111334023,0.013112211504877819,0.021154808076384507,1.596493987877923e-10,1.493489057251274e-10,0.0,0.0,0.0029833339818667558,0.0034761257754539012,0.008762159554428389,0.01567950089241243,0.0013667179685826758,0.0019991814085181725
66.0,-0.4706919890546976,-0.3899868760191806,-0.5991849103523536,-0.5991823168570368,0.012849292129765594,0.020919544083785626,1.5808612028808677e-10,1.484856196332096e-10,0.0,0.0,0.0029209679961800096,0.0034309395674049304,0.008593530004042074,0.015516333237290134,0.001334794129543511,0.0019722712790905604
67.0,-0.4732421823106785,-0.3922913059533849,-0.5991852050023201,-0.5991825184551753,0.012594302269164154,0.020689121250179042,1.5654643980428372e-10,1.4763936228082143e-10,0.0,0.0,0.0028604399485075305,0.003386808716329912,0.008429816307342358,0.015356284199349875,0.0013040460133142676,0.0019460283344992582
68.0,-0.47571659354858475,-0.3945492626869071,-0.5991854917911906,-0.5991827162596383,0.012346889824260571,0.020463345357273118,1.5502999314853664e-10,1.4680361414345923e-10,0.0,0.0,0.0028016793400020903,0.0033436932855865583,0.008270794340169673,0.015199228774748894,0.0012744161440888058,0.001920423296937668
69.0,-0.47811849145292734,-0.3967626214092565,-0.5991857710091802,-0.5991829103928829,0.012106727955625287,0.020242028898362633,1.5354360907715584e-10,1.4598958847367172e-10,0.0,0.0,0.002744619248706199,0.0033015554025022653,0.008116258317002318,0.015045045024356135,0.0012458503899167698,0.0018954284715042334
70.0,-0.480450954619983,-0.3989330062432248,-0.5991860429317123,-0.5991831009853281,0.011873508831172927,0.020025009474210334,1.5209213690553504e-10,1.451912710719039e-10,0.0,0.0,0.0026891959532925136,0.0032603579190368537,0.007966015120404691,0.014893635432526376,0.0012182977574757212,0.0018710161226471054
71.0,-0.4827168768231136,-0.4010620574419994,-0.5991863078167949,-0.5991832881442422,0.011646943099368132,0.019812123070224275,1.5068556492858765e-10,1.4439805592555977e-10,0.0,0.0,0.0026353488265898127,0.003220066562926271,0.007819884114990124,0.014744894715565504,0.0011917101577881954,0.0018471617917324987
72.0,-0.484919017737189,-0.40315139121199756,-0.5991865659093651,-0.5991834719892573,0.011426754817217609,0.019603208077725972,1.4932637132022976e-10,1.4360982533365152e-10,0.0,0.0,0.0025830199784144846,0.0031806462605432776,0.00767769266949115,0.014598719569991798,0.0011660421693119737,0.0018238422471908954
73.0,-0.48705996151376924,-0.40520237860054664,-0.5991868174559413,-0.5991836526143426,0.01121268559421721,0.019398127401379597,1.5058573667528499e-10,1.4282653228517295e-10,0.0,0.0,0.002532153731537522,0.0031420668034328352,0.007539280914585911,0.014455024291440242,0.0011412509480937774,0.0018010363065065198
74.0,-0.48914214647051923,-0.40721637248086595,-0.5991870626549066,-0.5991838301173901,0.011004491618438748,0.019196745763652413,1.4926549262231362e-10,1.4204809793694207e-10,0.0,0.0,0.0024826974328393103,0.0031042984048100363,0.0074044980500110776,0.014313724286459004,0.001117296135588361,0.0017787230723833745
75.0,-0.49116788139388207,-0.40919467719025826,-0.5991873017279424,-0.5991840045820425,0.010801942033406037,0.01899893273917842,1.479653027706973e-10,1.412744567164115e-10,0.0,0.0,0.0024346007485633926,0.0030673139578087333,0.007273201655214311,0.014174735839207163,0.0010941396296283326,0.0017568829421625238
76.0,-0.49313934602141596,-0.41113854672700606,-0.5991875348710458,-0.5991841760983688,0.010604818884962987,0.01880456293713628,1.4668873360781934e-10,1.405076805773009e-10,0.0,0.0,0.002387815410431246,0.003031086101777706,0.0071452582125245195,0.014037979573421578,0.00107174526200722,0.0017354972619369948
77.0,-0.49505863668703154,-0.4130490351663758,-0.5991877622801243,-0.5991843447445702,0.01041291255930927,0.018613530957819438,1.5595097711471054e-10,1.3975432842233684e-10,0.0,0.0,0.0023422955364020247,0.0029955896056036695,0.007020538272471253,0.013903390370046604,0.0010500787504359927,0.0017145509821691652
78.0,-0.4969277023018501,-0.4149272811837778,-0.5991879841309079,-0.5991845105941883,0.01022602818290577,0.018425722941041046,1.545935050632774e-10,1.3902630444442842e-10,0.0,0.0,0.002297997092658581,0.0029608010070294507,0.0068989229475469125,0.013770894837248714,0.001029108142700276,0.0016940270967628836
79.0,-0.49874839800567017,-0.41677427834627206,-0.5991882005970585,-0.5991846737096573,0.010043980259138822,0.018241039536338526,1.5325476932642746e-10,1.3832646824848971e-10,0.0,0.0,0.002254878120898536,0.0029266981370352596,0.006780299317607006,0.0136404317631805,0.001008802820633281,0.0016739096361227661
80.0,-0.500522509062887,-0.4185910926122311,-0.5991884118442874,-0.5991848341781004,0.009866590278140058,0.01805937415658693,1.5193955990935874e-10,1.3762955618917827e-10,0.0,0.0,0.002212898211828499,0.002893256577811971,0.006664558362176629,0.01351193206472044,0.0009891337041349282,0.0016541855140545212
81.0,-0.5022516924163309,-0.42037864099966243,-0.5991886180296575,-0.5991849920575,0.009693692561332658,0.017880635105783752,1.506500152577417e-10,1.3693556739913238e-10,0.0,0.0,0.0021720190212564496,0.002860456691079264,0.0065515999164311965,0.013385338105264204,0.0009700736236450112,0.0016348403094402827
82.0,-0.5039375781023919,-0.4221377653941916,-0.5991888193040389,-0.5991851474012092,0.009525124120164702,0.017704738200701755,1.4938898161911963e-10,1.3624448912813448e-10,0.0,0.0,0.0021322035162557582,0.002828279323101852,0.0064413240364801175,0.01326059756032974,0.0009515965674288256,0.0016158613172701656
83.0,-0.5055816725127124,-0.4238692705165883,-0.5991890158138544,-0.5991853002670238,0.009360734330114218,0.017531602975043546,1.4814802851495503e-10,1.3555934187670094e-10,0.0,0.0,0.0020934164059554067,0.0027967063298847896,0.0063336398660636594,0.013137660286990264,0.0009336780580951513,0.0015972363581684941
84.0,-0.5071854156299875,-0.42557401420822316,-0.599189207694556,-0.599185450716511,0.009200379206456841,0.017361143650828782,1.4692277507458163e-10,1.348979708319653e-10,0.0,0.0,0.0020556239849285423,0.0027657183490307526,0.006228460411042709,0.013016470574281423,0.0009162948104855886,0.0015789547275166056
85.0,-0.5087501890253201,-0.42725277410512646,-0.5991893950686661,-0.5991855988079213,0.00904392060433461,0.017193282470279486,1.5009534552745676e-10,1.3424016186841526e-10,0.0,0.0,0.0020187936341596424,0.0027352981807692977,0.006125702284978535,0.012896979576010085,0.0008994246851964327,0.001561004713500104
86.0,-0.5102773359034845,-0.4289062783782009,-0.5991895780877464,-0.599185744581506,0.008891224218426202,0.017027946620330508,1.4888332865170553e-10,1.336125135878441e-10,0.0,0.0,0.001982894065541068,0.0027054300161694494,0.006025283301788608,0.012779140713191285,0.0008830468510965258,0.0015433758909697726
87.0,-0.5117680829254766,-0.43053517907001926,-0.599189756862862,-0.599185888092344,0.008742167393738544,0.016865070902232465,1.4768931253308919e-10,1.329981315183193e-10,0.0,0.0,0.0019478956100164376,0.0026760982003964503,0.005927130463092465,0.012662913938693537,0.0008671413206296427,0.0015260587631424785
88.0,-0.5132236581798623,-0.43214017591654685,-0.599189931511967,-0.599186029387013,0.008596627333210472,0.016704585347046618,1.4651715764257836e-10,1.3241629112648034e-10,0.0,0.0,0.0019137694795554085,0.0026472871163360926,0.005831168502712557,0.012548254304379431,0.0008516893509425077,0.0015090439263310965
89.0,-0.5146451826421508,-0.4337219234280486,-0.5991901021483479,-0.5991861685149764,0.008454491950619713,0.016546424508692783,1.4535809387747346e-10,1.3183821040083088e-10,0.0,0.0,0.001880488145148384,0.002618982202178925,0.005737330853876466,0.012435119670105528,0.0008366729515948623,0.0014923226364083307
90.0,-0.516033773505124,-0.43528100341185966,-0.5991902688908034,-0.5991863055189298,0.008315649538567943,0.016390530210707015,1.5432998906605992e-10,1.3126040081246072e-10,0.0,0.0,0.0018480250166299978,0.0025911697410160588,0.005645549428474766,0.012323474469052798,0.0008220750934631804,0.0014758860006381597
91.0,-0.5173904744338603,-0.4368180172266011,-0.5991904318186702,-0.5991864404408367,0.008179995738480985,0.01623684232142356,1.570496104170982e-10,1.306841320054819e-10,0.0,0.0,0.001816354640650963,0.002563836752149419,0.005555761359484195,0.01221327987826995,0.0008078797383458264,0.0014597256910041882
92.0,-0.5187162922190698,-0.4383335687198306,-0.599190591063777,-0.5991865733248932,0.008047429884470719,0.01608530046050626,1.5580764647221691e-10,1.301123203102661e-10,0.0,0.0,0.0017854526099418426,0.002536969966400431,0.005467906018683012,0.012104495845977184,0.0007940712558458644,0.0014438346481286447
93.0,-0.5200121908444241,-0.43982810896465385,-0.5991907467136274,-0.5991867042118871,0.007917855586920338,0.01593585952472333,1.5458605609128264e-10,1.2954225461422885e-10,0.0,0.0,0.0017552953295441771,0.002510557479249713,0.005381925274741969,0.011997096564778223,0.0007806349826341924,0.0014282054806953966
